level,seq,simplified,traditional,pinyin,hsk_pinyin,english,cedict_meaning,freq
5,1518,胳膊,胳膊,ge1 bo5,gē bo,"arm, CL:隻|只,條|条,雙|双[shuāng],","arm
CL:隻|只[zhi1],條|条[tiao2],雙|双[shuang1]",846
5,2054,诗,詩,Shi1,shī,"poem, CL:首[shǒu], poetry, verse, abbr. for Book of Songs 詩經|诗经[Shī Jīng],","abbr. for Shijing 詩經|诗经[Shi1 jing1], the Book of Songs",839
5,1201,唉,唉,ai1,āi,"interjection or grunt of agreement or recognition (e.g. yes, it's me!), to sigh,","interjection or grunt of agreement or recognition (e.g. yes, it's me!)
to sigh",832
5,1228,背景,背景,bei4 jing3,bèi jǐng,"background, backdrop, context, CL:種|种[zhǒng],","background; backdrop; context
(fig.) powerful backer
CL:種|种[zhong3]",831
5,1734,救护车,救護車,jiu4 hu4 che1,jiù hù chē,"ambulance, CL:輛|辆[liàng],","ambulance
CL:輛|辆[liang4]",828
5,1878,模仿,模仿,mo2 fang3,mó fǎng,"to imitate, to copy, to emulate, to mimic, model,","to imitate
to copy
to emulate
to mimic
model",826
5,1273,采访,採訪,cai3 fang3,cǎi fǎng,"to interview, to gather news, to hunt for and collect, to cover,","to interview
to gather news
to hunt for and collect
to cover",824
5,1934,评价,評價,ping2 jia4,píng jià,"to evaluate, to assess,","to evaluate
to assess",823
5,1956,强烈,強烈,qiang2 lie4,qiáng liè,"intense, (violently) strong,",strong; intense,821
5,2011,荣誉,榮譽,rong2 yu4,róng yù,"honor, credit, glory, (honorable) reputation, honorary,","honor
credit
glory
(honorable) reputation
honorary",815
5,1490,否认,否認,fou3 ren4,fǒu rèn,"to declare to be untrue, to deny,","to declare to be untrue
to deny",813
5,1704,阶段,階段,jie1 duan4,jiē duàn,"stage, section, phase, period, CL:個|个[gè],","stage
section
phase
period
CL:個|个[ge4]",813
5,2189,违反,違反,wei2 fan3,wéi fǎn,"to violate (a law),",to violate (a law),813
5,2132,逃避,逃避,tao2 bi4,táo bì,"to escape, to evade, to avoid, to shirk,","to escape
to evade
to avoid
to shirk",803
5,1924,频道,頻道,pin2 dao4,pín dào,"frequency, (television) channel,","frequency
(television) channel",801
5,1348,传说,傳說,chuan2 shuo1,chuán shuō,"legend, folklore, tradition, it is said, they say that...,","legend; folk tale
to repeat from mouth to mouth; they say that...",800
5,2061,时期,時期,shi2 qi1,shí qī,"period, phase, CL:個|个[gè],","period
phase
CL:個|个[ge4]",800
5,2221,物质,物質,wu4 zhi4,wù zhì,"matter, substance, material, materialistic, CL:個|个[gè],","matter
substance
material
materialistic
CL:個|个[ge4]",800
5,2038,射击,射擊,she4 ji1,shè jī,"to shoot, to fire (a gun),","to shoot
to fire (a gun)",799
5,2040,伸,伸,shen1,shēn,"to stretch, to extend,","to stretch
to extend",799
5,2373,愿望,願望,yuan4 wang4,yuàn wàng,"desire, wish,","desire
wish",798
5,2079,事物,事物,shi4 wu4,shì wù,"thing, object, CL:個|个[gè],","thing; object
CL:個|个[ge4]",797
5,2168,兔子,兔子,tu4 zi5,tù zi,"hare, rabbit, CL:隻|只[zhī],","hare
rabbit
CL:隻|只[zhi1]",797
5,2280,形象,形象,xing2 xiang4,xíng xiàng,"image, form, figure, CL:個|个[gè], visualization, vivid,","image
form
figure
CL:個|个[ge4]
visualization
vivid",797
5,2051,绳子,繩子,sheng2 zi5,shéng zi,"cord, string, rope, CL:條|条[tiáo],","cord; string; rope
CL:條|条[tiao2]",795
5,1452,发挥,發揮,fa1 hui1,fā huī,"to display, to exhibit, to bring out implicit or innate qualities, to express (a thought or moral), to develop (an idea), to elaborate (on a theme),","to display
to exhibit
to bring out implicit or innate qualities
to express (a thought or moral)
to develop (an idea)
to elaborate (on a theme)",791
5,1397,倒霉,倒霉,dao3 mei2,dǎo méi,"to have bad luck, to be out of luck,","to have bad luck
to be out of luck",790
5,1657,纪念,紀念,ji4 nian4,jì niàn,"to commemorate, to remember, CL:個|个[gè],","to commemorate; to honor the memory of
memento; keepsake; souvenir",790
5,1238,毕竟,畢竟,bi4 jing4,bì jìng,"after all, all in all, when all is said and done, in the final analysis,","after all
all in all
when all is said and done
in the final analysis",786
5,1402,道德,道德,dao4 de2,dào dé,"virtue, morality, ethics, CL:種|种[zhǒng],","virtue
morality
ethics
CL:種|种[zhong3]",783
5,1205,安慰,安慰,an1 wei4,ān wèi,"to comfort, to console, CL:個|个[gè],","to comfort
to console
CL:個|个[ge4]",781
5,1645,肌肉,肌肉,ji1 rou4,jī ròu,"muscle, flesh,","muscle
flesh",780
5,2361,娱乐,娛樂,yu2 le4,yú lè,"to entertain, to amuse, entertainment, recreation, amusement, hobby, fun, joy,","to entertain
to amuse
entertainment
recreation
amusement
hobby
fun
joy",778
5,2408,睁,睜,zheng1,zhēng,"to open (one's eyes),",to open (one's eyes),772
5,1728,经典,經典,jing1 dian3,jīng diǎn,"the classics, scriptures, classical,","the classics
scriptures
classical
classic (example, case etc)
typical",770
5,2231,显得,顯得,xian3 de5,xiǎn de,"to seem, to look, to appear,","to seem
to look
to appear",768
5,1723,进步,進步,jin4 bu4,jìn bù,"progress, improvement, to improve, to progress, CL:個|个[gè],","progress; improvement
to improve; to progress
CL:個|个[ge4]",767
5,2464,追求,追求,zhui1 qiu2,zhuī qiú,"to pursue (a goal etc) stubbornly, to seek after, to woo,","to pursue (a goal etc) stubbornly
to seek after
to woo",767
5,1304,趁,趁,chen4,chèn,"to avail oneself of, to take advantage of,","to avail oneself of
to take advantage of",756
5,1253,博物馆,博物館,bo2 wu4 guan3,bó wù guǎn,"museum,",museum,755
5,2497,遵守,遵守,zun1 shou3,zūn shǒu,"to comply with, to abide by, to respect (an agreement),",to comply with; to abide by; to respect (an agreement),751
5,2446,煮,煑,zhu3,zhǔ,"to cook, to boil,",variant of 煮[zhu3],746
5,1309,承担,承擔,cheng2 dan1,chéng dān,"to undertake, to assume (responsibility etc),","to undertake
to assume (responsibility etc)",745
5,1290,拆,拆,chai1,chāi,"to tear open, to tear down, to tear apart, to open,","to tear open
to tear down
to tear apart
to open",744
5,2148,天空,天空,tian1 kong1,tiān kōng,"sky,",sky,741
5,2433,至于,至於,zhi4 yu2,zhì yú,"as for, as to, to go so far as to,","as for
as to
to go so far as to",735
5,1405,登记,登記,deng1 ji4,dēng jì,"to register (one's name),",to register (one's name),734
5,1840,骂,罵,ma4,mà,"to scold, to abuse, CL:通,頓|顿[dùn],","to scold
to abuse
to curse
CL:通[tong4],頓|顿[dun4]",734
5,2426,指导,指導,zhi3 dao3,zhǐ dǎo,"to guide, to give directions, to direct, to coach, guidance, tuition, CL:個|个[gè],","to guide
to give directions
to direct
to coach
guidance
tuition
CL:個|个[ge4]",733
5,1261,不安,不安,bu4 an1,bù ān,"unpeaceful, unstable, uneasy, disturbed, restless, worried,","unpeaceful
unstable
uneasy
disturbed
restless
worried",731
5,2241,相关,相關,xiang1 guan1,xiāng guān,"to be interrelated, (statistics) correlation,","related
relevant
pertinent
to be interrelated
(statistics) correlation",730
5,2042,身材,身材,shen1 cai2,shēn cái,"stature, build (height and weight), figure,","stature
build (height and weight)
figure",729
5,1488,讽刺,諷刺,feng3 ci4,fěng cì,"to satirize, to mock, irony, satire, sarcasm,","to satirize
to mock
irony
satire
sarcasm",728
5,2455,抓紧,抓緊,zhua1 jin3,zhuā jǐn,"to grasp firmly, to pay special attention to, to rush in, to make the most of,","to grasp firmly
to pay special attention to
to rush in
to make the most of",719
5,1303,沉默,沉默,chen2 mo4,chén mò,"taciturn, uncommunicative, silent,","taciturn
uncommunicative
silent",714
5,2303,严肃,嚴肅,yan2 su4,yán sù,"solemn, grave, serious, earnest, severe,","solemn
grave
serious
earnest
severe",713
5,1306,称呼,稱呼,cheng1 hu5,chēng hu,"to call, to address as, appellation,","to call; to address as
form of address; appellation",706
5,1911,配合,配合,pei4 he2,pèi hé,"matching, fitting in with, compatible with, to correspond, to fit, to conform to, rapport, to coordinate with, to act in concert with, to cooperate, to become man and wife, to combine parts of machine,","matching
fitting in with
compatible with
to correspond
to fit
to conform to
rapport
to coordinate with
to act in concert with
to cooperate
to become man and wife
to combine parts of machine",706
5,1245,标志,標誌,biao1 zhi4,biāo zhì,"sign, mark, symbol, to symbolize, to indicate, to mark,","sign
mark
symbol
logo
to symbolize
to indicate
to mark",702
5,1429,逗,逗,dou4,dòu,"to stay, to stop, to pause (while reading), to tease (play with),","to tease (playfully); to entice
(coll.) to joke
(coll.) funny; amusing
to stay; to sojourn
brief pause at the end of a phrase (variant of 讀|读[dou4])",702
5,1688,降落,降落,jiang4 luo4,jiàng luò,"to descend, to land,","to descend
to land",694
5,1928,平常,平常,ping2 chang2,píng cháng,"ordinary, common, usually, ordinarily,","ordinary
common
usually
ordinarily",693
5,2309,摇,搖,Yao2,yáo,"to shake, to rock, to row,",surname Yao,693
5,1540,功夫,功夫,gong1 fu5,gōng fu,"skill, art, kung fu, labor, effort,","skill
art
kung fu
labor
effort",691
5,2181,完整,完整,wan2 zheng3,wán zhěng,"complete, intact,","complete
intact",690
5,1670,肩膀,肩膀,jian1 bang3,jiān bǎng,"shoulder,",shoulder,686
5,2293,宣传,宣傳,xuan1 chuan2,xuān chuán,"to disseminate, to give publicity to, propaganda, CL:個|个[gè],","to disseminate
to give publicity to
propaganda
CL:個|个[ge4]",686
5,2127,谈判,談判,tan2 pan4,tán pàn,"to negotiate, negotiation, talks, conference, CL:個|个[gè],","to negotiate
negotiation
talks
conference
CL:個|个[ge4]",682
5,1520,隔壁,隔壁,ge2 bi4,gé bì,"next door, neighbor,","next door
neighbor",681
5,2029,商业,商業,shang1 ye4,shāng yè,"business, trade, commerce,","business
trade
commerce",680
5,2477,自私,自私,zi4 si1,zì sī,"selfish, selfishness,","selfish
selfishness",680
5,2019,沙漠,沙漠,sha1 mo4,shā mò,"desert, CL:個|个[gè],","desert
CL:個|个[ge4]",677
5,2085,手套,手套,shou3 tao4,shǒu tào,"glove, mitten, CL:雙|双,隻|只[zhī],","glove
mitten
CL:雙|双[shuang1],隻|只[zhi1]",676
5,1408,等于,等於,deng3 yu2,děng yú,"to equal, to be tantamount to,","to equal
to be tantamount to",675
5,1862,面临,面臨,mian4 lin2,miàn lín,"to face sth, to be confronted with,",to face sth; to be confronted with,675
5,1339,出席,出席,chu1 xi2,chū xí,"to attend, to participate, present,","to attend
to participate
present",673
5,1729,经营,經營,jing1 ying2,jīng yíng,"to engage in (business etc), to run, to operate,",to engage in (business etc); to run; to operate,673
5,1768,课程,課程,ke4 cheng2,kè chéng,"course, academic program, CL:堂,節|节,門|门[mén],","course
academic program
CL:堂[tang2],節|节[jie2],門|门[men2]",673
5,2033,舌头,舌頭,she2 tou5,shé tou,"tongue, CL:個|个[gè], enemy soldier captured for the purpose of extracting information,","tongue
CL:個|个[ge4]
enemy soldier captured for the purpose of extracting information",672
5,2254,消灭,消滅,xiao1 mie4,xiāo miè,"to put an end to, to annihilate, to cause to perish, to perish, annihilation (in quantum field theory),","to put an end to
to annihilate
to cause to perish
to perish
annihilation (in quantum field theory)",671
5,2247,项链,項鏈,xiang4 lian4,xiàng liàn,"necklace, CL:條|条[tiáo],","necklace
CL:條|条[tiao2]",670
5,1886,哪怕,哪怕,na3 pa4,nǎ pà,"even, even if, even though, no matter how,","even
even if
even though
no matter how",663
5,1986,劝,勸,quan4,quàn,"to advise, to urge, to try to persuade, to exhort,","to advise
to urge
to try to persuade
to exhort
to console
to soothe",663
5,2371,原则,原則,yuan2 ze2,yuán zé,"principle, doctrine, CL:個|个[gè],","principle
doctrine
CL:個|个[ge4]",663
5,2466,资金,資金,zi1 jin1,zī jīn,"funds, funding, capital,",funds; capital,663
5,1655,纪录,紀錄,ji4 lu4,jì lù,"record,","variant of 記錄|记录[ji4 lu4] (but in Taiwan, not for the verb sense 'to record')",661
5,2368,玉米,玉米,yu4 mi3,yù mǐ,"corn, maize, CL:粒[lì],","corn
maize
CL:粒[li4]",661
5,1331,宠物,寵物,chong3 wu4,chǒng wù,"house pet,",house pet,660
5,1631,灰,灰,hui1,huī,"ash, dust, lime, gray, discouraged, dejected,","ash
dust
lime
gray
discouraged; dejected",660
5,1574,广场,廣場,guang3 chang3,guǎng chǎng,"public square, plaza,",public square; plaza,659
5,2216,无数,無數,wu2 shu4,wú shù,"countless, numberless, innumerable,","countless
numberless
innumerable",654
5,2025,善良,善良,shan4 liang2,shàn liáng,"good and honest, kind-hearted,","good and honest
kindhearted",653
5,2129,烫,燙,tang4,tàng,"to scald, to burn, to iron, hot,","to scald
to burn (by scalding)
to blanch (cooking)
to heat (sth) up in hot water
to perm
to iron
scalding hot",653
5,1246,表面,表面,biao3 mian4,biǎo miàn,"surface, face, outside, appearance,","surface
face
outside
appearance",648
5,2431,智慧,智慧,zhi4 hui4,zhì huì,"wisdom, knowledge, intelligent, intelligence,","wisdom
knowledge
intelligent
intelligence",647
5,2450,主席,主席,zhu3 xi2,zhǔ xí,"chairperson, premier, chairman, CL:個|个,位[wèi],","chairperson
premier
chairman
CL:個|个[ge4],位[wei4]",647
5,1814,联合,聯合,lian2 he2,lián hé,"to combine, to join, unite, alliance,","to combine
to join
unite
alliance",642
5,1830,漏,漏,lou4,lòu,"to leak, to divulge, to leave out by mistake, waterclock or hourglass (old),","to leak
to divulge
to leave out by mistake
waterclock or hourglass (old)",641
5,1917,批准,批准,pi1 zhun3,pī zhǔn,"to approve, to ratify,",to approve; to ratify,640
5,1946,气氛,氣氛,qi4 fen1,qì fēn,"atmosphere, mood,","atmosphere
mood",640
5,1765,可靠,可靠,ke3 kao4,kě kào,"reliable,",reliable,638
5,2147,体验,體驗,ti3 yan4,tǐ yàn,"to experience for oneself,",to experience for oneself,638
5,1835,录音,錄音,lu4 yin1,lù yīn,"to record (sound), sound recording, CL:個|个[gè],","to record (sound)
sound recording
CL:個|个[ge4]",637
5,1241,编辑,編輯,bian1 ji2,biān jí,"to edit, to compile, editor, compiler,","to edit
to compile
editor
compiler",635
5,1628,黄金,黃金,huang2 jin1,huáng jīn,"gold,","gold
golden (opportunity)
prime (time)",635
5,1819,临时,臨時,lin2 shi2,lín shí,"at the instant sth happens, temporary, interim, ad hoc,","as the time draws near
at the last moment
temporary
interim
ad hoc",635
5,2353,优势,優勢,you1 shi4,yōu shì,"superiority, dominance, advantage,","superiority
dominance
advantage",635
5,2204,温柔,溫柔,wen1 rou2,wēn róu,"gentle and soft, tender,",gentle and soft; tender,633
5,1630,皇后,皇后,huang2 hou4,huáng hòu,"empress, imperial consort,","empress
imperial consort",631
5,1949,签字,簽字,qian1 zi4,qiān zì,"to sign (a signature),","to sign (one's name)
signature",631
5,1314,成就,成就,cheng2 jiu4,chéng jiù,"accomplishment, success, attain a result, achievement, CL:個|个[gè],","accomplishment
success
achievement
CL:個|个[ge4]
to achieve (a result)
to create
to bring about",630
5,1466,方案,方案,fang1 an4,fāng àn,"plan, program (for action etc), proposal, proposed bill, CL:個|个,套[tào],","plan
program (for action etc)
proposal
proposed bill
CL:個|个[ge4],套[tao4]",629
5,2277,形容,形容,xing2 rong2,xíng róng,"to describe, description, appearance, look,","to describe
(literary) countenance; appearance",629
5,1810,利益,利益,li4 yi4,lì yì,"benefit, (in sb's) interest, CL:個|个[gè],","benefit
(in sb's) interest
CL:個|个[ge4]",628
5,1745,捐,捐,juan1,juān,"to contribute, to donate, contribution, tax, to abandon,","to relinquish; to abandon
to contribute; to donate
(bound form) tax; levy",625
5,1751,军事,軍事,jun1 shi4,jūn shì,"military affairs, military matters, military,","military affairs
(attributive) military",625
5,2299,询问,詢問,xun2 wen4,xún wèn,"to inquire,",to inquire,625
5,1710,结论,結論,jie2 lun4,jié lùn,"conclusion, verdict, CL:個|个[gè], to conclude, to reach a verdict,","conclusion
verdict
CL:個|个[ge4]
to conclude
to reach a verdict",623
5,1853,迷路,迷路,mi2 lu4,mí lù,"to lose the way, lost, labyrinth, labyrinthus vestibularis (of the inner ear),","to lose the way
lost
labyrinth
labyrinthus vestibularis (of the inner ear)",623
5,1931,平衡,平衡,ping2 heng2,píng héng,"balance, equilibrium,","balance
equilibrium",623
5,2256,销售,銷售,xiao1 shou4,xiāo shòu,"to sell, market, sales,","to sell
to market
sales (representative, agreement etc)",623
5,1816,良好,良好,liang2 hao3,liáng hǎo,"good, favorable, well, fine,","good
favorable
well
fine",620
5,1538,工人,工人,gong1 ren2,gōng rén,"worker, CL:個|个,名[míng],","worker
CL:個|个[ge4],名[ming2]",617
